Employee ID,Name,Age,Department,Salary ($),Years at Company,Performance Score,Attrition
E1417,Jenna Hall,29,Engineering,81558,20,3.7,No
E1418,George Baker,59,Finance,66152,12,2.9,No
E1419,Edward Kim,38,Finance,92800,0,3.9,No
E1420,Oscar Baker,40,IT,50569,5,3.6,No
E1421,Nina Kim,60,Human Resources,115685,12,3.8,Yes
E1422,Charlie Clark,57,Customer Support,107535,4,3.1,No
E1423,Edward Lopez,36,Engineering,83672,4,3.9,No
E1424,Oscar Scott,40,Customer Support,67090,12,4.3,Yes
E1425,Michael Adams,29,Marketing,119408,14,3.5,Yes
E1426,Paula Garcia,30,IT,108601,18,3.9,Yes
E1427,Charlie Evans,58,IT,52037,6,4.5,No
E1428,Bob Nguyen,27,Human Resources,89597,12,4.0,No
E1429,Hannah Lee,50,Engineering,48172,5,3.6,No
E1430,Edward Lopez,52,Engineering,110794,3,3.6,No
E1431,Rachel Smith,26,Marketing,104889,12,3.9,No
E1432,Charlie Hall,46,Engineering,68188,11,4.0,No
E1433,Paula Baker,53,Engineering,85905,11,3.3,No
E1434,Edward Lopez,24,Marketing,88431,18,3.5,No
E1435,Dana Brown,47,Human Resources,92464,2,3.8,Yes
E1436,Paula Brown,58,IT,45767,13,4.0,No
E1437,Nina White,26,IT,118829,1,3.5,No
E1438,Steve White,23,IT,87338,4,3.6,No
E1439,George Lee,53,IT,81685,10,3.3,No
E1440,Oscar Carter,27,Customer Support,65205,18,3.9,No
E1441,Fiona Hall,34,Customer Support,87986,17,4.3,No
E1442,Ian Walker,35,Sales,48750,2,3.3,No
E1443,Nina Allen,54,Engineering,94634,8,3.3,No
E1444,Edward Scott,49,IT,101402,5,4.0,No
E1445,George Brown,46,Finance,62655,16,3.5,No
E1446,Ian Hall,30,Human Resources,82080,4,4.3,No
E1447,Alice Lee,40,Human Resources,55001,5,4.9,No
E1448,Fiona Walker,38,Finance,70251,12,4.6,No
E1449,Tina Baker,39,Human Resources,81907,16,4.6,No
E1450,Ian Hall,48,Customer Support,49621,11,4.8,No
E1451,Bob Hall,36,Human Resources,67557,20,4.5,No
E1452,Charlie Nguyen,45,Sales,74980,19,3.9,No
E1453,Kevin White,47,IT,75798,0,4.6,No
E1454,Rachel Clark,38,IT,46146,10,3.3,Yes
E1455,Oscar Garcia,29,Engineering,86777,9,4.3,No
E1456,Alice Adams,46,Marketing,119536,7,3.9,No
E1457,Quentin Young,22,Finance,64830,16,4.3,Yes
E1458,Tina Brown,46,IT,72241,17,3.6,No
E1459,Ian Garcia,31,Human Resources,105551,8,3.9,No
E1460,Quentin Evans,36,Human Resources,92627,13,3.8,No
E1461,Steve Smith,59,Customer Support,71947,4,4.4,No
E1462,Nina Young,60,Finance,58326,19,4.3,Yes
E1463,Quentin Brown,26,Customer Support,80899,14,4.8,No
E1464,Dana Nguyen,53,Human Resources,109078,11,3.0,Yes
E1465,Charlie Lopez,23,Customer Support,50155,17,3.8,No
E1466,Dana Adams,31,Engineering,57384,17,3.7,No
E1467,Kevin Kim,33,Human Resources,83662,15,5.0,Yes
E1468,Oscar Young,41,Finance,99959,8,3.9,No
E1469,Dana Kim,43,Sales,53608,16,4.3,No
E1470,Rachel Lopez,30,Customer Support,116335,16,4.2,No
E1471,George Adams,37,Marketing,56914,16,4.4,No
E1472,Dana Garcia,52,Finance,110253,17,4.3,No
E1473,Dana Patel,37,Human Resources,55592,11,4.5,No
E1474,Alice Lee,25,Human Resources,85786,12,4.2,No
E1475,Tina Garcia,24,Engineering,70109,7,3.7,Yes
E1476,Jenna Baker,42,Engineering,64138,14,3.6,No
E1477,Steve Lopez,57,Customer Support,106716,15,4.1,No
E1478,Dana Johnson,35,Finance,84431,5,3.0,No
E1479,Jenna Patel,23,Engineering,47853,4,3.6,No
E1480,Kevin Nguyen,50,Human Resources,101841,19,4.1,Yes
E1481,Bob White,50,Finance,70007,12,3.5,No
E1482,Jenna Johnson,34,Customer Support,75285,16,4.6,No
E1483,George Brown,49,IT,61812,8,3.8,No
E1484,Michael Evans,37,IT,57131,1,4.3,Yes
E1485,Tina Smith,55,Engineering,52152,7,4.0,No
E1486,Dana Nguyen,40,Customer Support,86950,16,3.5,No
E1487,Bob Allen,35,Customer Support,106382,12,3.9,Yes
E1488,Quentin Brown,42,Engineering,97727,15,4.2,No
E1489,Jenna Smith,36,Engineering,109108,10,4.0,Yes
E1490,Rachel Adams,42,Marketing,49653,0,3.3,No
E1491,Michael Allen,58,Sales,110580,13,4.4,No
E1492,Kevin Clark,27,Human Resources,64752,1,3.3,Yes
E1493,Nina Baker,47,IT,99745,7,2.9,Yes
E1494,Fiona Lee,34,Human Resources,109806,11,3.7,No
E1495,Alice Patel,44,Marketing,67260,9,3.8,Yes
E1496,Michael Smith,53,IT,74997,9,3.7,Yes
E1497,Ian Patel,35,Customer Support,106229,7,4.7,Yes
E1498,Alice Baker,48,Human Resources,56338,18,3.4,No
E1499,Quentin Carter,50,Finance,83652,16,4.3,Yes
E1500,Michael Clark,42,Human Resources,52278,5,4.6,No
E1501,Edward Patel,56,Engineering,64166,3,3.7,No
E1502,George Clark,46,Marketing,93883,18,2.8,No
E1503,Edward Hall,25,Marketing,70794,17,4.3,No
E1504,Michael Lee,47,Marketing,94932,7,4.7,No
E1505,George Carter,30,Marketing,78728,15,3.8,No
E1506,Oscar Young,28,Customer Support,92257,1,4.2,No
E1507,Steve Patel,51,Marketing,61633,3,4.0,Yes
E1508,Edward White,37,Human Resources,106230,6,4.2,No
E1509,Steve Lee,23,Finance,82149,2,4.1,No
E1510,Ian Young,50,Human Resources,71649,4,4.2,No
E1511,Hannah Lee,52,Human Resources,84053,18,2.9,No
E1512,Alice Walker,49,Finance,101047,1,4.3,No
E1513,Alice Walker,33,Finance,79000,16,4.9,No
E1514,Jenna Garcia,59,Marketing,107879,10,4.4,No
E1515,Michael Scott,57,Marketing,92289,6,4.7,Yes
E1516,George Hall,26,Human Resources,94473,12,5.0,No
E1517,Quentin Garcia,25,Finance,79790,10,4.2,Yes
E1518,Tina Walker,56,Customer Support,109586,19,4.2,No
E1519,Tina Kim,26,Engineering,75777,18,3.9,No
E1520,Rachel Walker,22,Customer Support,81289,2,3.8,Yes
E1521,Charlie Walker,41,Human Resources,79304,14,4.4,No
E1522,Alice Johnson,35,Sales,65950,9,4.5,No
E1523,Paula Adams,40,IT,71340,12,3.6,No
E1524,Tina Carter,50,Marketing,79499,20,3.2,No
E1525,Laura Garcia,27,Sales,102183,17,4.5,Yes
E1526,Alice Lopez,39,Engineering,67264,3,4.1,No
E1527,Rachel Brown,45,Marketing,82558,16,4.5,Yes
E1528,Alice Baker,39,Finance,67735,3,4.4,No
E1529,Oscar Garcia,36,Sales,119593,14,3.7,Yes
E1530,Dana White,55,Customer Support,114129,10,4.5,No
E1531,Fiona Evans,60,Finance,74188,17,5.0,No
E1532,Tina Brown,25,Marketing,107616,2,4.8,No
E1533,Laura Baker,25,Engineering,57764,10,3.8,No
E1534,Oscar Carter,57,Marketing,57908,7,4.3,No
E1535,Nina Carter,42,Marketing,100165,13,4.3,No
E1536,Steve White,24,IT,100711,4,4.3,No
E1537,Kevin Baker,44,Finance,59458,16,3.3,No
E1538,Dana Lee,51,Marketing,105812,17,3.3,Yes
E1539,Tina Allen,57,Marketing,84415,4,3.7,Yes
E1540,Steve Scott,27,Marketing,95416,4,3.2,No
E1541,Kevin Clark,53,Human Resources,84041,13,4.7,No
E1542,Edward Scott,29,Human Resources,112738,2,3.7,No
E1543,Steve Nguyen,54,Engineering,95935,13,3.8,No
E1544,Bob Young,36,IT,105452,13,3.5,No
E1545,George Johnson,28,Customer Support,51162,6,4.0,No
E1546,Tina Young,43,Human Resources,86158,15,3.7,No
E1547,Charlie Garcia,35,Customer Support,94865,0,4.2,Yes
E1548,Kevin Clark,43,IT,113217,6,4.7,No
E1549,Kevin Allen,59,Marketing,64332,0,4.4,No
E1550,Charlie Hall,30,IT,57790,10,4.3,No
E1551,Nina Carter,30,Engineering,98106,8,4.6,No
E1552,Nina Smith,46,Sales,105140,9,4.9,No
E1553,Jenna Carter,37,IT,85969,2,3.8,No
E1554,Tina Brown,58,IT,117720,12,4.1,No
E1555,Alice Smith,25,Customer Support,118816,1,3.6,Yes
E1556,Ian Smith,47,Customer Support,76806,17,4.4,No
E1557,Rachel Hall,45,Sales,54310,15,3.6,No
E1558,Kevin Walker,42,Human Resources,57926,14,3.9,No
E1559,Dana Evans,31,Sales,111700,0,4.7,No
E1560,Nina White,27,Human Resources,97796,17,3.8,No
E1561,Tina Hall,46,Marketing,118207,7,4.4,No
E1562,Dana White,34,IT,97844,10,3.8,No
E1563,Nina Evans,35,Customer Support,105232,10,4.7,No
E1564,Rachel Carter,28,Marketing,45573,3,3.8,No
E1565,Alice Evans,32,Marketing,97927,13,3.7,Yes
E1566,Jenna Brown,33,IT,86320,9,3.7,No
E1567,Kevin Allen,27,Human Resources,80170,10,3.7,No
E1568,Laura Brown,30,Customer Support,111623,9,4.4,Yes
E1569,Dana Patel,33,Sales,107068,9,3.8,No
E1570,Oscar Smith,40,Engineering,98545,13,4.2,No
E1571,Nina Allen,44,Engineering,104357,2,4.6,No
E1572,Laura Evans,36,Marketing,49243,1,4.2,Yes
E1573,Fiona Carter,35,IT,119308,12,4.7,No
E1574,Steve Smith,41,Sales,69864,4,3.6,No
E1575,Paula White,37,Sales,58469,6,4.7,No
E1576,Fiona White,41,Human Resources,95193,19,4.1,No
E1577,Hannah Brown,46,Marketing,105061,7,3.5,No
E1578,Rachel Patel,48,Sales,103574,14,4.5,No
E1579,Fiona Walker,29,Customer Support,50426,1,4.4,No
E1580,Rachel Carter,39,IT,67833,8,3.7,No
E1581,Kevin Lopez,38,Customer Support,117030,17,4.3,Yes
E1582,Charlie Garcia,28,Finance,94637,12,3.7,No
E1583,Oscar Hall,32,Customer Support,57465,1,3.6,No
E1584,Fiona Lopez,28,Finance,119455,12,3.8,Yes
E1585,Fiona Baker,30,Engineering,92459,5,4.0,Yes
E1586,Steve Evans,38,Sales,55689,11,4.2,No
E1587,Jenna Young,37,IT,71989,20,4.5,No
E1588,Michael White,28,Customer Support,52027,7,4.6,No
E1589,Rachel Kim,57,Marketing,103578,8,4.1,Yes
E1590,Oscar Adams,46,Sales,86199,9,4.2,No
E1591,Ian Smith,41,IT,88914,16,4.4,No
E1592,Ian Scott,55,IT,99871,16,4.4,No
E1593,Jenna Baker,51,Finance,61324,20,3.9,No
E1594,Fiona Smith,24,Marketing,118557,9,3.0,No
E1595,Quentin Hall,30,Engineering,77693,17,4.2,No
E1596,Rachel Kim,42,IT,67948,4,3.7,No
E1597,Quentin Baker,29,Customer Support,89903,18,4.3,No
E1598,Steve Carter,22,IT,108143,1,4.1,No
E1599,Tina Brown,53,Finance,69980,11,3.9,No
E1600,Alice Clark,32,Sales,112761,11,4.2,No
E1601,Ian Evans,60,Customer Support,99401,19,2.9,No
E1602,Paula Hall,54,Finance,45321,20,4.3,No
E1603,Ian Hall,49,Human Resources,61344,19,3.3,Yes
E1604,Fiona Kim,35,Finance,50228,10,2.9,No
E1605,Quentin Allen,60,IT,98881,9,4.2,No
E1606,Edward Johnson,59,IT,77395,2,4.3,Yes
E1607,Oscar Lee,53,Sales,48735,20,3.3,No
E1608,Hannah Evans,55,Finance,108371,19,3.7,No
E1609,Paula Evans,42,IT,47573,12,3.4,Yes
E1610,Steve White,53,Human Resources,52260,7,4.4,No
E1611,Oscar Kim,45,Human Resources,89941,2,3.7,Yes
E1612,Nina Clark,51,Marketing,72019,14,4.4,Yes
E1613,Jenna Allen,51,Finance,84734,6,4.4,Yes
E1614,Bob Hall,30,Sales,49544,16,3.9,No
E1615,Laura Scott,33,Customer Support,104787,9,4.6,No
E1616,Dana Johnson,51,Human Resources,46005,3,3.3,No
E1617,Ian Lopez,55,Human Resources,92681,10,4.3,No
E1618,Alice Kim,39,IT,98224,17,3.6,No
E1619,Edward Nguyen,45,Engineering,54868,18,5.0,Yes
E1620,Michael White,25,IT,81167,14,4.2,No
E1621,Steve Clark,59,Marketing,87841,6,5.0,No
E1622,Jenna Clark,54,Human Resources,78391,9,4.4,No
E1623,Fiona Young,38,Sales,94002,5,3.8,No
E1624,Tina Patel,47,Finance,86497,3,4.5,No
E1625,Quentin Kim,50,Marketing,114774,8,3.5,Yes
E1626,Tina Lee,22,Customer Support,104339,6,3.3,No
E1627,George Lee,52,IT,84498,1,3.1,No
E1628,Ian Clark,60,Engineering,53008,1,4.2,No
E1629,Nina Kim,40,Human Resources,68515,15,4.6,Yes
E1630,Oscar Baker,25,Human Resources,74836,17,3.8,No
E1631,Kevin Smith,28,Finance,72857,20,4.0,No
E1632,Bob Johnson,28,Human Resources,60510,11,3.6,Yes
E1633,Jenna White,50,Sales,80720,10,4.2,No
E1634,Kevin White,51,Human Resources,118679,5,3.4,No
E1635,Edward Carter,48,Engineering,106614,13,2.9,No
E1636,Oscar Lopez,56,Customer Support,68966,0,3.9,Yes
E1637,Tina Baker,33,Customer Support,45738,18,4.9,No
E1638,Ian Scott,56,Customer Support,84439,0,3.7,No
E1639,Kevin White,54,Human Resources,63713,19,3.6,No
E1640,Edward Patel,52,Marketing,67227,2,4.1,No
E1641,Laura Scott,42,Sales,51006,20,4.9,No
E1642,Michael Garcia,32,IT,51915,1,4.6,No
E1643,Paula White,47,Sales,113411,16,4.4,No
E1644,Quentin Garcia,52,IT,98559,13,4.3,Yes
E1645,Rachel Young,60,Finance,66021,13,4.2,Yes
E1646,Quentin Young,32,Sales,103606,1,4.8,Yes
E1647,Hannah White,35,Sales,65988,19,3.8,No
E1648,Ian Clark,40,IT,102644,1,4.1,No
E1649,Laura Evans,44,Human Resources,83059,16,5.0,No
E1650,Ian Carter,29,Engineering,46777,1,2.8,Yes
E1651,Edward Lopez,57,Sales,92570,4,3.8,No
E1652,Ian White,58,Marketing,73066,16,3.8,No
E1653,Michael Brown,58,IT,91474,0,5.0,No
E1654,Nina Kim,42,Customer Support,70715,2,3.7,No
E1655,Fiona Evans,58,IT,87550,2,3.4,No
E1656,Fiona Kim,23,Human Resources,70281,1,3.6,No
E1657,Laura Smith,53,Engineering,72902,3,4.8,Yes
E1658,Tina Garcia,28,Human Resources,98290,15,4.4,No
E1659,Jenna Garcia,31,Sales,74720,19,3.4,Yes
E1660,Nina Brown,27,IT,87580,8,3.7,No
E1661,Quentin Patel,37,Customer Support,116166,12,3.7,Yes
E1662,Ian Walker,27,Sales,100458,9,4.0,Yes
E1663,Hannah Brown,58,Finance,116255,6,3.7,No
E1664,Hannah Young,23,Sales,108696,0,4.4,No
E1665,Charlie Patel,25,Engineering,102057,20,4.7,No
E1666,Bob Young,46,Sales,57692,7,4.7,Yes
E1667,Michael Carter,40,Sales,52594,18,4.5,No
E1668,Tina Patel,22,Human Resources,97861,20,4.9,Yes
E1669,Dana Patel,29,Engineering,53293,13,3.0,No
E1670,Charlie Johnson,31,Engineering,78020,14,4.9,Yes
E1671,Steve Brown,28,Human Resources,92069,5,4.5,Yes
E1672,Kevin Allen,44,Human Resources,89966,9,3.0,No
E1673,Laura Allen,59,Human Resources,54966,5,3.5,No
E1674,Quentin Johnson,40,Finance,105688,15,4.6,No
E1675,Tina Johnson,29,IT,82790,19,3.5,Yes
E1676,Dana Garcia,48,Customer Support,62763,18,4.0,No
E1677,Dana Baker,37,Marketing,76785,3,4.0,Yes
E1678,George Clark,52,IT,57933,2,4.6,No
E1679,Ian Lee,35,Marketing,63164,2,4.0,No
E1680,George Scott,38,Human Resources,81918,1,3.9,Yes
E1681,Alice Clark,43,IT,92682,6,3.9,Yes
E1682,Bob Allen,55,Engineering,116574,4,4.6,No
E1683,Paula Clark,59,Human Resources,104076,20,4.2,Yes
E1684,Paula Garcia,57,IT,93760,0,4.3,No
E1685,Dana Walker,39,Human Resources,101678,8,4.2,Yes
E1686,Jenna Walker,26,Marketing,64772,3,2.9,No
E1687,Quentin Lopez,38,IT,102582,12,4.5,No
E1688,Rachel Clark,25,Marketing,89956,9,4.2,Yes
E1689,Edward Evans,46,IT,65080,17,4.1,No
E1690,Kevin Allen,43,Sales,67677,14,3.8,No
E1691,Dana Lopez,29,Marketing,58975,19,3.6,No
E1692,Michael Lopez,60,IT,113430,13,3.8,No
E1693,Dana Scott,28,IT,103218,7,4.1,Yes
E1694,Jenna Smith,55,IT,55701,13,4.0,No
E1695,Ian Baker,42,Finance,75424,16,3.9,Yes
E1696,Paula Lee,30,Marketing,55102,5,3.6,Yes
E1697,Michael Walker,32,Human Resources,71994,3,3.9,No
E1698,Rachel Adams,34,Sales,46402,10,3.5,No
E1699,George Brown,49,Engineering,45903,10,3.7,No
E1700,Jenna White,27,Human Resources,117363,10,3.7,No
E1701,Alice Scott,46,Human Resources,75301,8,4.3,No
E1702,Nina Baker,42,Customer Support,86338,0,3.9,No
E1703,Hannah Allen,32,Sales,60373,5,4.4,No
E1704,Edward Walker,28,Engineering,72054,4,4.7,Yes
E1705,Tina Kim,48,Customer Support,52826,12,4.4,No
E1706,Alice Garcia,36,Finance,67719,9,4.4,No
E1707,Rachel Johnson,47,Customer Support,52390,8,4.2,No
E1708,Hannah Lee,43,Customer Support,79339,5,5.0,No
E1709,Paula Hall,56,Marketing,104104,4,4.4,No
E1710,Nina Carter,35,Finance,46452,3,2.7,No
E1711,George Lee,25,Customer Support,105456,0,4.8,Yes
E1712,George Adams,25,IT,94226,15,3.3,No
E1713,Alice Evans,60,Customer Support,77751,0,3.7,No
E1714,Paula Kim,46,Engineering,58168,11,4.4,No
E1715,Tina Nguyen,28,Human Resources,115581,11,4.3,No
E1716,Ian Lopez,35,Engineering,105563,14,4.0,No
E1717,Oscar Lopez,46,Human Resources,49225,17,3.8,No
E1718,George Garcia,37,IT,51367,3,4.6,Yes
E1719,Edward Adams,41,Engineering,90933,12,3.6,No
E1720,George Brown,30,IT,73434,3,4.1,No
E1721,Quentin Hall,28,Finance,86330,10,4.2,Yes
E1722,George Young,50,Marketing,52343,17,3.9,No
E1723,Rachel Adams,58,Sales,45287,8,4.2,Yes
E1724,Kevin Adams,31,Marketing,108810,11,4.5,No
E1725,Rachel Nguyen,45,Finance,94102,2,4.1,No
E1726,Bob Young,37,Finance,97855,8,3.6,No
E1727,Ian Walker,42,IT,58399,14,4.5,No
E1728,Quentin Kim,40,Finance,85545,20,4.0,Yes
E1729,Michael Garcia,36,Finance,47095,16,3.8,No
E1730,Alice Lopez,31,Human Resources,119522,19,3.8,No
E1731,Edward Johnson,25,Human Resources,54577,11,3.4,Yes
E1732,Paula Lopez,49,Engineering,78574,6,4.0,Yes
E1733,Nina Lee,28,Engineering,58714,19,4.2,No
E1734,Alice Lee,28,Sales,95683,20,4.4,No
E1735,Michael Allen,38,Human Resources,93938,0,4.2,No
E1736,Ian Baker,22,Finance,101754,8,3.8,Yes
E1737,Michael Lopez,33,Engineering,56691,18,4.6,Yes
E1738,Jenna Nguyen,56,Sales,117920,16,4.0,No
E1739,Hannah Johnson,56,Finance,83709,4,4.6,No
E1740,Hannah Nguyen,47,Engineering,52738,18,4.0,No
E1741,Oscar Nguyen,38,Marketing,49054,17,4.8,No
E1742,Laura Lee,38,Human Resources,101301,14,3.9,No
E1743,Alice White,45,Customer Support,60391,4,3.8,Yes
E1744,Paula Walker,48,Engineering,49974,4,4.0,No
E1745,Paula Smith,27,IT,97831,4,3.8,No
E1746,Steve Lopez,29,IT,102598,11,4.1,No
E1747,George Evans,40,Sales,77431,0,4.2,No
E1748,Ian Evans,48,Engineering,56957,10,3.8,No
E1749,Dana Brown,24,IT,74483,15,4.8,No
E1750,Jenna Lee,54,Sales,87333,17,4.3,No
E1751,Nina Smith,53,Human Resources,76914,6,3.7,No
E1752,Charlie Brown,59,Marketing,106763,16,3.8,No
E1753,Nina Lopez,26,Marketing,94443,5,3.6,No
E1754,Rachel Clark,27,Engineering,45205,3,3.5,Yes
E1755,Paula Nguyen,24,IT,83947,0,3.9,No
E1756,Fiona Scott,55,Finance,80269,10,3.4,Yes
E1757,Kevin Hall,44,Customer Support,53224,17,3.4,No
E1758,Fiona Evans,43,Marketing,89254,3,4.6,No
E1759,Oscar Young,28,Human Resources,109420,7,3.3,Yes
E1760,Alice Brown,47,Finance,45609,3,3.2,No
E1761,George Kim,26,Engineering,55936,2,4.2,No
E1762,Edward Adams,59,Finance,96449,12,4.1,No
E1763,Hannah Allen,58,Engineering,72136,20,4.7,No
E1764,Fiona Baker,22,Sales,113454,16,3.4,No
E1765,Dana Garcia,24,Human Resources,81166,17,3.4,No
E1766,Laura Walker,47,Human Resources,95329,4,4.4,No
E1767,George Hall,45,Sales,57542,1,5.0,No
E1768,Tina Scott,58,Human Resources,107418,8,3.7,No
E1769,Bob Scott,28,IT,100421,13,4.5,No
E1770,George Adams,47,Marketing,69683,11,3.0,Yes
E1771,Edward Johnson,32,Marketing,65236,18,3.2,No
E1772,Rachel White,56,Finance,90382,3,3.1,No
E1773,Steve Brown,57,Finance,78016,18,3.7,No
E1774,Hannah Adams,39,Customer Support,81022,5,3.0,No
E1775,Laura Allen,53,Sales,46209,0,3.5,No
E1776,Paula Young,60,Human Resources,118110,20,3.4,No
E1777,Edward Clark,59,Finance,116285,18,4.0,No
E1778,Tina Scott,30,IT,54162,19,3.9,No
E1779,Paula Clark,27,Customer Support,119309,12,4.5,Yes
E1780,Nina Lopez,27,Finance,110156,2,4.8,No
E1781,Ian Scott,29,IT,45661,5,4.1,No
E1782,Oscar Clark,26,Marketing,93288,3,4.2,Yes
E1783,Hannah Allen,28,Human Resources,83696,19,4.2,No
E1784,Edward Brown,53,Human Resources,62417,18,3.8,No
E1785,Kevin Smith,24,Customer Support,109531,11,3.7,Yes
E1786,Paula Clark,36,IT,114858,3,5.0,No
E1787,Michael Kim,22,IT,103067,0,3.6,No
E1788,Paula Scott,39,IT,79795,2,3.8,No
E1789,Edward Nguyen,28,Marketing,109689,13,3.9,No
E1790,Bob Clark,34,Sales,99311,19,4.2,Yes
E1791,Paula Nguyen,58,Sales,93346,8,4.2,No
E1792,Paula Carter,39,Engineering,73734,5,4.1,No
E1793,Nina Baker,24,Finance,86400,4,3.5,No
E1794,Charlie Hall,34,Human Resources,90436,10,4.7,No
E1795,Oscar Allen,52,Customer Support,67987,2,3.3,Yes
E1796,Michael Johnson,22,Engineering,116052,0,3.4,Yes
E1797,Quentin Hall,35,Sales,119347,2,3.9,No
E1798,Kevin Lopez,48,Human Resources,54926,20,3.7,No
E1799,Ian Allen,48,Finance,80309,9,4.6,No
E1800,Michael Smith,51,Human Resources,75035,0,3.4,No
E1801,Tina Adams,44,Marketing,119929,16,3.3,No
E1802,Edward Lee,56,Marketing,116272,10,4.3,No
E1803,Tina Evans,50,Sales,67378,14,4.6,No
E1804,Paula White,29,Human Resources,112473,6,3.9,No
E1805,George Lopez,42,Marketing,107242,10,3.9,No
E1806,Fiona Patel,57,Marketing,119704,17,4.0,No
E1807,Oscar Patel,60,Finance,78837,0,3.1,No
E1808,Nina Hall,44,Finance,110466,13,4.3,Yes
E1809,Steve White,48,IT,79782,8,3.1,No
E1810,Ian Brown,28,Finance,94842,12,3.7,No
E1811,Kevin Brown,23,Marketing,76702,7,3.9,No
E1812,Hannah Evans,38,Human Resources,51632,13,3.6,No
E1813,Dana Carter,51,Marketing,96728,10,5.0,Yes
E1814,Ian White,33,Human Resources,109359,19,4.4,No
E1815,Hannah Adams,35,Customer Support,96788,5,3.9,No
E1816,Fiona Nguyen,50,Marketing,60929,13,4.5,No
E1817,Quentin Scott,43,Human Resources,64188,4,4.9,No
E1818,Jenna Kim,25,Marketing,70337,20,3.3,No
E1819,Oscar Adams,53,Engineering,97459,5,4.4,No
E1820,Hannah Nguyen,48,Sales,49063,12,4.2,Yes
E1821,Bob Patel,53,Human Resources,90420,5,3.1,Yes
E1822,Tina White,33,Customer Support,99250,14,3.8,No
E1823,Hannah Johnson,24,Engineering,98195,13,4.9,Yes
E1824,Charlie Adams,60,Human Resources,92458,0,4.9,No
E1825,George Lee,59,IT,74605,13,3.7,No
E1826,Dana Smith,25,Finance,95071,7,4.1,No
E1827,Hannah Adams,33,Human Resources,71504,3,3.9,Yes
E1828,Alice Johnson,57,Marketing,96464,19,3.7,No
E1829,Jenna Nguyen,29,Customer Support,117362,16,2.8,No
E1830,Kevin Garcia,43,Sales,108112,8,3.6,No
E1831,Tina Clark,40,Engineering,46222,10,3.8,Yes
E1832,Dana Johnson,44,Human Resources,119617,16,4.1,Yes
E1833,Tina Adams,27,Customer Support,74527,9,4.3,No
E1834,George Clark,28,Human Resources,88120,6,3.4,No
E1835,George Walker,23,Engineering,117702,11,4.5,No
E1836,Dana Scott,60,Finance,75314,14,4.8,Yes
E1837,Kevin Allen,33,IT,118238,19,4.9,No
E1838,Edward Hall,46,IT,52341,8,3.8,No
E1839,George Young,57,Human Resources,83186,2,5.0,Yes
E1840,Jenna Adams,22,Finance,47338,12,4.2,No
E1841,Michael Lopez,34,Engineering,110350,13,4.3,No
E1842,George Smith,41,Human Resources,106450,7,3.8,No
E1843,Steve Adams,38,Sales,49697,17,3.6,No
E1844,Fiona Smith,43,Sales,87250,10,3.3,No
E1845,Steve Young,53,IT,55078,13,4.7,Yes
E1846,Jenna Brown,53,Human Resources,105949,5,4.4,No
E1847,Fiona Patel,40,Sales,67213,5,2.8,No
E1848,Oscar Lopez,29,Sales,85478,5,4.2,No
E1849,Hannah Kim,54,IT,117749,7,4.7,No
E1850,Rachel Johnson,41,Human Resources,48904,6,3.7,No
E1851,George Lopez,33,IT,117578,17,4.2,Yes
E1852,Ian Young,34,Finance,61068,6,3.6,No
E1853,Oscar Clark,37,Engineering,70101,10,3.8,No
E1854,Tina Scott,48,Customer Support,69863,14,4.1,No
E1855,Fiona Johnson,32,Customer Support,66309,20,3.9,No
E1856,Edward Johnson,52,Customer Support,91698,3,4.0,No
E1857,Bob White,23,Engineering,93698,16,4.2,Yes
E1858,George Clark,33,Customer Support,98479,7,3.9,No
E1859,Charlie Allen,53,Sales,76097,16,4.3,No
E1860,Alice Carter,27,Marketing,67744,4,4.2,Yes
E1861,Alice Young,23,Engineering,105142,20,4.2,Yes
E1862,Kevin Young,60,Customer Support,81727,0,4.3,No
E1863,Charlie Clark,27,Engineering,52537,3,3.6,No
E1864,Alice Young,37,Finance,73569,0,3.6,No
E1865,Steve Baker,44,Human Resources,114655,6,3.1,No
E1866,Alice Evans,57,Engineering,75856,2,3.9,No
E1867,Ian Evans,22,Marketing,111896,13,4.6,Yes
E1868,Rachel Nguyen,55,Engineering,114937,16,3.7,Yes
E1869,Edward Lopez,40,Marketing,78604,11,4.0,No
E1870,Charlie Walker,30,Sales,83100,18,3.4,No
E1871,Ian Scott,38,Sales,100988,10,3.5,No
E1872,Tina Johnson,39,Sales,84605,4,4.5,No
E1873,Hannah Scott,23,Engineering,102177,19,3.6,No
E1874,Nina Patel,46,Sales,46463,16,3.6,No
E1875,Rachel White,41,Finance,50151,16,4.3,No
E1876,Ian Smith,43,Engineering,54008,11,3.7,No
E1877,Laura Baker,25,IT,87336,5,3.8,No
E1878,Laura Allen,43,Marketing,77708,3,4.8,Yes
E1879,Ian White,36,Human Resources,52262,20,3.7,No
E1880,Michael White,29,Sales,102962,17,4.0,No
E1881,Michael White,22,Sales,61678,20,4.1,No
E1882,Alice Lee,36,Human Resources,56692,2,2.5,No
E1883,Quentin Garcia,47,Finance,85624,6,3.9,Yes
E1884,Charlie Johnson,29,Human Resources,74335,11,4.1,No
E1885,Quentin Evans,30,Marketing,75990,1,5.0,No
E1886,Quentin Hall,31,Finance,113962,9,3.9,Yes
E1887,Quentin Scott,34,Marketing,117207,4,4.7,No
E1888,Nina Nguyen,23,Sales,52798,18,4.2,No
